Passenger ID,Longest Run
5464,16
5592,16
5716,16
5740,16
5741,16
5771,16
5798,16
5978,16
6043,16
6093,16
6208,16
6339,16
6365,16
6380,16
6471,16
6475,16
6523,16
6575,16
6584,16
6733,16
6858,16
6878,16
701,16
712,16
7318,16
75,16
752,16
7526,16
7560,16
7565,16
7581,16
7590,16
7679,16
7716,16
7799,16
7868,16
8024,16
8048,16
8117,16
8132,16
8158,16
8180,16
8289,16
8355,16
8590,16
889,16
8981,16
9063,16
9098,16
928,16
953,16
9665,16
9700,16
10067,15
1013,15
10212,15
1025,15
1030,15
1034,15
10454,15
1055,15
10569,15
1083,15
1097,15
11073,15
11166,15
1138,15
11483,15
11513,15
117,15
11767,15
11896,15
11957,15
1196,15
1229,15
1230,15
12323,15
1247,15
130,15
1300,15
1308,15
1325,15
1338,15
1371,15
1376,15
1403,15
1437,15
1449,15
1452,15
147,15
1499,15
1511,15
1532,15
1562,15
157,15
1587,15
1617,15
1646,15
1693,15
1696,15
170,15
1772,15
1782,15
18,15
1801,15
1865,15
1886,15
1888,15
1927,15
2033,15
211,15
2153,15
2197,15
223,15
2243,15
2294,15
2303,15
2423,15
2446,15
2457,15
2465,15
2468,15
2503,15
253,15
2563,15
2565,15
2604,15
2626,15
2665,15
2683,15
2713,15
2754,15
2790,15
2851,15
289,15
2910,15
3012,15
3024,15
3120,15
3157,15
3174,15
3178,15
3220,15
332,15
337,15
3414,15
3461,15
3465,15
362,15
3622,15
3670,15
3677,15
3681,15
3709,15
3716,15
3779,15
3801,15
3896,15
3905,15
3934,15
3979,15
4019,15
4037,15
4056,15
4072,15
4089,15
4090,15
4165,15
4177,15
4193,15
4202,15
4213,15
4237,15
4285,15
4353,15
4397,15
4407,15
443,15
4468,15
4538,15
455,15
4656,15
4677,15
477,15
4791,15
4802,15
486,15
4927,15
5055,15
5120,15
5175,15
524,15
5260,15
528,15
5330,15
5377,15
5390,15
5418,15
5435,15
5459,15
5479,15
5503,15
5522,15
5533,15
5612,15
5643,15
5707,15
574,15
5755,15
5764,15
5799,15
5800,15
5819,15
5850,15
5873,15
5910,15
5984,15
6080,15
618,15
627,15
6289,15
637,15
6382,15
6580,15
6622,15
670,15
6725,15
6743,15
6783,15
6800,15
6809,15
683,15
6864,15
687,15
694,15
7120,15
7192,15
7243,15
7319,15
7321,15
7507,15
7540,15
7636,15
7656,15
7680,15
7682,15
7685,15
7713,15
772,15
7721,15
7727,15
779,15
7811,15
782,15
7851,15
7864,15
7898,15
79,15
802,15
8025,15
8320,15
8350,15
8363,15
8398,15
867,15
8702,15
878,15
8871,15
8956,15
8961,15
9057,15
9069,15
9127,15
926,15
9366,15
9369,15
9376,15
942,15
9466,15
947,15
960,15
9601,15
9659,15
9699,15
9752,15
979,15
9828,15
9991,15
10004,14
10015,14
1002,14
10024,14
10196,14
10229,14
10267,14
10435,14
10458,14
10465,14
10484,14
1052,14
10541,14
10613,14
10640,14
1070,14
10758,14
10799,14
11137,14
11300,14
1155,14
1163,14
11812,14
1191,14
1201,14
1209,14
1211,14
1214,14
1225,14
12497,14
126,14
1266,14
1287,14
1289,14
1303,14
132,14
1320,14
1332,14
1381,14
1383,14
1389,14
1401,14
141,14
1417,14
1434,14
1447,14
1465,14
1475,14
1498,14
1548,14
1563,14
1569,14
1573,14
1611,14
1616,14
1637,14
165,14
1662,14
1666,14
1677,14
1709,14
1770,14
1774,14
1775,14
1783,14
1826,14
1853,14
1904,14
1916,14
1930,14
1946,14
1950,14
1954,14
1975,14
2090,14
2097,14
2106,14
2119,14
2138,14
2156,14
2159,14
2204,14
2212,14
2262,14
2274,14
2306,14
2346,14
239,14
2400,14
2467,14
249,14
2495,14
2504,14
2505,14
2509,14
2527,14
254,14
2544,14
2546,14
255,14
2556,14
2573,14
2600,14
2642,14
2666,14
271,14
275,14
2780,14
2786,14
281,14
2868,14
2911,14
2941,14
2975,14
300,14
3002,14
3059,14
3102,14
3177,14
3186,14
3187,14
3193,14
3243,14
3249,14
3298,14
3332,14
3364,14
3368,14
3380,14
3471,14
3490,14
3493,14
3526,14
3527,14
3642,14
3679,14
3690,14
3755,14
3759,14
3794,14
3802,14
383,14
3839,14
3859,14
3907,14
3912,14
3920,14
3940,14
3970,14
3995,14
4013,14
4025,14
4042,14
4046,14
4053,14
4059,14
4063,14
4125,14
4148,14
415,14
4152,14
416,14
4166,14
4182,14
419,14
420,14
4220,14
4253,14
4280,14
4384,14
4388,14
4391,14
4393,14
4444,14
4484,14
4496,14
4514,14
4516,14
4613,14
4614,14
4646,14
4650,14
4682,14
4717,14
4728,14
4823,14
485,14
4896,14
4897,14
4957,14
4993,14
5002,14
5010,14
5022,14
5058,14
5095,14
517,14
5204,14
5419,14
5450,14
5456,14
5477,14
5513,14
5546,14
5615,14
5634,14
5669,14
5731,14
5733,14
5744,14
5757,14
5777,14
578,14
5812,14
5815,14
5876,14
5905,14
5912,14
5919,14
592,14
5953,14
5955,14
5958,14
5982,14
5990,14
5991,14
6006,14
6010,14
6032,14
606,14
6086,14
6088,14
620,14
6352,14
6372,14
6385,14
6447,14
6468,14
648,14
6541,14
6585,14
6707,14
6731,14
680,14
6807,14
6810,14
6819,14
6860,14
6978,14
7060,14
7191,14
724,14
7307,14
732,14
7336,14
7350,14
7373,14
739,14
740,14
7433,14
7451,14
746,14
7515,14
7532,14
7533,14
755,14
756,14
7582,14
7591,14
7677,14
7706,14
7711,14
7718,14
7774,14
780,14
7825,14
7859,14
7902,14
8015,14
8057,14
8101,14
816,14
8165,14
8197,14
8235,14
8270,14
8288,14
8297,14
8348,14
843,14
8579,14
8642,14
865,14
8664,14
8729,14
8735,14
874,14
8777,14
8837,14
8904,14
891,14
8979,14
9017,14
9066,14
9077,14
910,14
9202,14
9259,14
9351,14
9355,14
9386,14
9460,14
9495,14
9516,14
9532,14
954,14
9688,14
9703,14
9769,14
9875,14
9951,14
9956,14
998,14
1001,13
10016,13
10017,13
10034,13
1004,13
10048,13
1005,13
1009,13
1015,13
10227,13
1033,13
10394,13
1042,13
10439,13
10447,13
10479,13
10486,13
10494,13
10512,13
1053,13
10548,13
10573,13
10576,13
10596,13
1066,13
10716,13
10722,13
10753,13
10757,13
1077,13
10778,13
1078,13
1085,13
10975,13
11050,13
1106,13
11095,13
11136,13
11275,13
11276,13
11280,13
11290,13
11326,13
11353,13
11478,13
1151,13
11528,13
11548,13
11808,13
1181,13
1186,13
11871,13
1198,13
12210,13
1223,13
12358,13
12371,13
1253,13
1268,13
1269,13
1293,13
13221,13
1330,13
1335,13
13620,13
1368,13
1378,13
13781,13
1404,13
1429,13
1432,13
1456,13
1476,13
1493,13
1525,13
1528,13
1531,13
1545,13
1586,13
1599,13
1622,13
1627,13
1654,13
1728,13
173,13
1735,13
1747,13
1752,13
1842,13
1850,13
1863,13
1884,13
1900,13
1903,13
1933,13
1942,13
1984,13
1988,13
1998,13
203,13
2032,13
207,13
2079,13
2088,13
2105,13
2108,13
2158,13
2160,13
2177,13
218,13
2181,13
222,13
2233,13
2244,13
230,13
2333,13
2358,13
2379,13
2392,13
2433,13
2443,13
2462,13
2482,13
2490,13
2522,13
2530,13
2534,13
2554,13
2567,13
2568,13
2569,13
2571,13
2578,13
2581,13
2613,13
2625,13
2651,13
266,13
2697,13
2712,13
2732,13
2743,13
2745,13
2746,13
2760,13
2766,13
2783,13
2802,13
2825,13
2841,13
293,13
3005,13
3043,13
3046,13
3049,13
3064,13
3090,13
316,13
3163,13
3184,13
3230,13
3238,13
3299,13
3300,13
3311,13
3312,13
334,13
3353,13
3370,13
3385,13
3424,13
3463,13
3477,13
3486,13
352,13
3529,13
3544,13
3551,13
3587,13
3609,13
3618,13
3624,13
3635,13
3637,13
3662,13
3663,13
3680,13
3707,13
3737,13
374,13
3820,13
3855,13
3861,13
3876,13
3953,13
3977,13
3993,13
3998,13
4008,13
4023,13
4031,13
4044,13
4054,13
4075,13
4147,13
4157,13
4171,13
4212,13
4215,13
4226,13
4235,13
4255,13
4272,13
4275,13
4288,13
429,13
4315,13
4321,13
4330,13
4338,13
4341,13
4344,13
4346,13
4366,13
4373,13
4389,13
4400,13
4416,13
4421,13
4490,13
4523,13
4529,13
4546,13
4564,13
4567,13
4606,13
461,13
4673,13
4687,13
4689,13
4690,13
47,13
4711,13
4761,13
4798,13
481,13
4811,13
482,13
4856,13
4871,13
4895,13
490,13
4919,13
4933,13
4941,13
5021,13
5054,13
5067,13
5072,13
5111,13
5166,13
5212,13
5216,13
5238,13
5313,13
534,13
5342,13
5345,13
5372,13
5383,13
5404,13
5422,13
5451,13
5487,13
5490,13
5613,13
5623,13
5626,13
5696,13
5738,13
5747,13
5748,13
5759,13
5765,13
5795,13
5796,13
5803,13
582,13
585,13
5869,13
5917,13
5923,13
5941,13
5942,13
5943,13
5946,13
5963,13
601,13
6017,13
6054,13
6069,13
6070,13
6071,13
6205,13
625,13
6261,13
6347,13
6412,13
6465,13
6507,13
6535,13
669,13
6758,13
681,13
682,13
6827,13
6843,13
6881,13
6903,13
6994,13
7064,13
716,13
7180,13
7194,13
7195,13
7200,13
7346,13
735,13
7381,13
7418,13
745,13
7463,13
7509,13
7520,13
7544,13
7549,13
7579,13
7593,13
7601,13
7602,13
7608,13
7612,13
7616,13
7618,13
7620,13
7625,13
7638,13
7668,13
7671,13
771,13
7724,13
7754,13
7768,13
7793,13
7814,13
7822,13
7850,13
7870,13
7883,13
794,13
7951,13
8050,13
8076,13
8089,13
8102,13
8137,13
814,13
8195,13
827,13
83,13
8326,13
8358,13
8373,13
8390,13
841,13
8427,13
8446,13
8461,13
8474,13
852,13
8529,13
866,13
8674,13
8714,13
877,13
8882,13
8988,13
8994,13
9026,13
9031,13
918,13
9247,13
9256,13
9271,13
9294,13
9300,13
9356,13
936,13
9383,13
9400,13
95,13
9505,13
9562,13
9610,13
9619,13
9623,13
9634,13
9649,13
9653,13
9696,13
9712,13
9721,13
9791,13
9822,13
9824,13
9862,13
9906,13
9954,13
996,13
9985,13
9992,13
9994,13
10023,12
10086,12
10203,12
1028,12
10407,12
10432,12
10455,12
1048,12
10482,12
10515,12
10559,12
1058,12
10616,12
10620,12
10685,12
10697,12
10701,12
10731,12
10740,12
10762,12
10784,12
109,12
10908,12
10937,12
1096,12
1099,12
11035,12
11041,12
11046,12
1112,12
11126,12
11180,12
11193,12
11211,12
11225,12
1126,12
11272,12
11332,12
11359,12
11396,12
11416,12
11472,12
1154,12
11594,12
1167,12
1173,12
1177,12
1183,12
11885,12
1189,12
1204,12
12088,12
12144,12
12204,12
12273,12
1244,12
12552,12
1257,12
12600,12
12841,12
1314,12
1317,12
1323,12
1326,12
1341,12
1347,12
1351,12
13731,12
13819,12
1388,12
1398,12
1399,12
1428,12
1436,12
1470,12
1504,12
1507,12
1524,12
1537,12
1554,12
1558,12
1607,12
1609,12
1626,12
163,12
1631,12
1649,12
1652,12
1656,12
1670,12
1692,12
1700,12
1703,12
1723,12
1753,12
1779,12
1790,12
1794,12
1796,12
1808,12
1812,12
1819,12
1825,12
1829,12
1831,12
1836,12
1837,12
184,12
1860,12
191,12
195,12
1961,12
1976,12
1977,12
1982,12
1987,12
1994,12
2004,12
202,12
2031,12
2082,12
2101,12
2125,12
2173,12
2174,12
2192,12
2214,12
2254,12
2269,12
2279,12
2280,12
229,12
23,12
232,12
2322,12
2334,12
2345,12
2387,12
2401,12
242,12
2425,12
2450,12
247,12
2492,12
2514,12
2521,12
2536,12
2559,12
2561,12
2570,12
2655,12
2660,12
2667,12
2674,12
2696,12
2701,12
2725,12
2767,12
2768,12
2793,12
2811,12
2816,12
283,12
2844,12
2887,12
2905,12
2973,12
2988,12
2992,12
3015,12
3016,12
3052,12
3089,12
309,12
3104,12
3151,12
3176,12
318,12
3198,12
320,12
3205,12
3208,12
3209,12
3242,12
3253,12
3260,12
3295,12
3322,12
3348,12
3413,12
343,12
3440,12
3451,12
3488,12
349,12
3512,12
3519,12
3545,12
3553,12
3572,12
358,12
3607,12
3612,12
3626,12
3648,12
3657,12
3666,12
3672,12
3676,12
3688,12
3694,12
371,12
3713,12
3734,12
3742,12
3754,12
3777,12
3784,12
3807,12
384,12
3847,12
3862,12
3865,12
3888,12
3894,12
3914,12
3928,12
3931,12
3935,12
3941,12
3942,12
3962,12
3992,12
400,12
4011,12
4027,12
4047,12
4066,12
4083,12
4110,12
4112,12
4113,12
4130,12
4143,12
4153,12
4161,12
4179,12
4184,12
4203,12
4204,12
4227,12
4234,12
4241,12
4249,12
4268,12
4292,12
431,12
4318,12
4331,12
4362,12
4370,12
4387,12
439,12
4420,12
4435,12
4450,12
4453,12
4454,12
4459,12
4483,12
4526,12
4550,12
4562,12
4601,12
4609,12
4623,12
4659,12
4663,12
467,12
4685,12
469,12
4696,12
471,12
4713,12
4739,12
4746,12
4771,12
4803,12
4820,12
4846,12
4872,12
4946,12
4967,12
497,12
4981,12
4988,12
5042,12
5046,12
5082,12
5084,12
5093,12
5161,12
5201,12
5209,12
521,12
5275,12
5352,12
5354,12
5368,12
5393,12
5420,12
5421,12
5430,12
5431,12
5432,12
5434,12
5436,12
544,12
5440,12
5443,12
5446,12
5448,12
546,12
5463,12
5471,12
5478,12
5489,12
5494,12
5510,12
5516,12
554,12
5545,12
556,12
557,12
5571,12
5575,12
5606,12
5630,12
5661,12
5690,12
570,12
5710,12
5720,12
5723,12
5737,12
5742,12
5746,12
5754,12
5775,12
5779,12
5842,12
5920,12
5925,12
594,12
5954,12
5956,12
5996,12
6014,12
6019,12
6047,12
6056,12
6061,12
6085,12
6099,12
6141,12
615,12
6293,12
6308,12
6323,12
6326,12
6335,12
636,12
6369,12
6396,12
6437,12
6444,12
6478,12
6512,12
6515,12
6529,12
6560,12
6652,12
6658,12
6701,12
6718,12
675,12
6752,12
6759,12
6764,12
6803,12
6824,12
6832,12
6836,12
6847,12
6855,12
6865,12
6870,12
688,12
6896,12
6915,12
6929,12
6956,12
696,12
698,12
7039,12
7043,12
7059,12
7068,12
707,12
708,12
7111,12
7138,12
7163,12
7172,12
718,12
7185,12
719,12
7349,12
738,12
7384,12
7393,12
7395,12
7398,12
741,12
749,12
7502,12
7538,12
7542,12
7563,12
757,12
7585,12
7626,12
7629,12
7653,12
768,12
7703,12
7712,12
773,12
7733,12
7776,12
778,12
7800,12
7809,12
7813,12
783,12
7833,12
7846,12
7874,12
789,12
7890,12
7896,12
796,12
80,12
8010,12
8020,12
8084,12
8106,12
8127,12
8128,12
8146,12
8189,12
8196,12
8229,12
8238,12
8262,12
8295,12
831,12
8336,12
8368,12
8450,12
8465,12
8471,12
848,12
8501,12
854,12
8542,12
855,12
8552,12
8556,12
857,12
8621,12
864,12
8671,12
871,12
8721,12
8732,12
8736,12
8754,12
876,12
8775,12
8782,12
8927,12
8958,12
896,12
8964,12
8965,12
8995,12
9000,12
9014,12
9030,12
9035,12
9049,12
9050,12
9083,12
9097,12
9114,12
915,12
9217,12
9238,12
9280,12
930,12
9305,12
9321,12
9359,12
937,12
9385,12
9480,12
9493,12
9513,12
952,12
9660,12
9661,12
9704,12
98,12
9816,12
9834,12
9867,12
9904,12
994,12
9969,12
9980,12
9988,12
10022,11
10025,11
10033,11
1012,11
1024,11
10244,11
10261,11
10266,11
1027,11
103,11
1031,11
10424,11
10431,11
10442,11
10449,11
10452,11
10460,11
10463,11
10467,11
10476,11
10481,11
10496,11
10509,11
10523,11
10525,11
10597,11
10661,11
10684,11
10702,11
10718,11
10719,11
10727,11
10728,11
1076,11
10760,11
10764,11
1079,11
10798,11
1080,11
1082,11
1086,11
10909,11
10945,11
1095,11
10954,11
10963,11
10988,11
10989,11
11026,11
11059,11
11066,11
11067,11
11074,11
11099,11
111,11
11142,11
11171,11
11175,11
11192,11
11194,11
11214,11
11273,11
11282,11
11324,11
1134,11
11418,11
11466,11
11521,11
11559,11
11593,11
1160,11
11687,11
1169,11
11807,11
1182,11
11823,11
11870,11
11880,11
11889,11
11897,11
11917,11
11948,11
11954,11
1200,11
1208,11
121,11
12113,11
12146,11
1219,11
1232,11
12430,11
12486,11
12516,11
12551,11
12557,11
12578,11
12582,11
1281,11
1283,11
1297,11
13215,11
1322,11
1340,11
1363,11
1377,11
1391,11
1392,11
1419,11
1420,11
1462,11
1466,11
1467,11
148,11
1490,11
1491,11
154,11
1540,11
1568,11
1608,11
1668,11
169,11
1698,11
17,11
1702,11
1712,11
1726,11
1737,11
1742,11
1789,11
1791,11
1817,11
1824,11
1827,11
183,11
1833,11
188,11
1882,11
1883,11
1914,11
1923,11
1940,11
1956,11
1958,11
1960,11
1974,11
1986,11
1993,11
2000,11
2012,11
2026,11
204,11
2046,11
2054,11
2064,11
2074,11
2100,11
2109,11
2112,11
2127,11
2128,11
2136,11
2155,11
2171,11
2175,11
2176,11
2180,11
2184,11
2186,11
2190,11
2199,11
2203,11
2258,11
2272,11
2310,11
2326,11
233,11
2336,11
234,11
2382,11
2390,11
2391,11
2410,11
2427,11
243,11
2440,11
245,11
2459,11
246,11
2463,11
2484,11
2489,11
2497,11
2508,11
2512,11
2519,11
2539,11
2541,11
2576,11
2580,11
259,11
2592,11
2628,11
2700,11
2752,11
2769,11
2797,11
285,11
2856,11
2870,11
2875,11
2879,11
291,11
292,11
2935,11
2959,11
2964,11
2967,11
298,11
2993,11
3020,11
3067,11
3087,11
3105,11
3109,11
3119,11
312,11
313,11
3145,11
3181,11
3188,11
3197,11
3206,11
3216,11
3235,11
3239,11
3246,11
3269,11
3271,11
3290,11
3293,11
3301,11
3302,11
3315,11
3316,11
3345,11
3357,11
3399,11
3402,11
3404,11
3407,11
3421,11
344,11
3443,11
3445,11
351,11
3513,11
3528,11
3548,11
3549,11
3569,11
3573,11
3593,11
3599,11
3600,11
3632,11
3650,11
3689,11
3691,11
3698,11
370,11
3706,11
3752,11
3791,11
3798,11
3887,11
3901,11
3902,11
3903,11
3921,11
3923,11
3947,11
3948,11
3956,11
3957,11
3974,11
3989,11
399,11
4002,11
4017,11
4035,11
4036,11
4052,11
4068,11
4071,11
4088,11
4106,11
4121,11
4135,11
4137,11
4139,11
4154,11
418,11
4194,11
4199,11
421,11
4251,11
4269,11
4270,11
430,11
4309,11
4313,11
4317,11
4319,11
4324,11
4351,11
4361,11
4364,11
4371,11
438,11
4417,11
4431,11
4440,11
4449,11
4464,11
4476,11
4488,11
449,11
4534,11
4565,11
4569,11
4576,11
4590,11
4597,11
4603,11
4620,11
4626,11
4628,11
4634,11
4651,11
4665,11
4670,11
468,11
4695,11
4715,11
4716,11
4722,11
4749,11
4765,11
4786,11
4845,11
4862,11
4899,11
4916,11
4925,11
4982,11
5005,11
5025,11
5027,11
5047,11
5048,11
505,11
5051,11
507,11
5094,11
5100,11
5112,11
512,11
5139,11
5143,11
515,11
5171,11
5180,11
5183,11
5207,11
5233,11
5237,11
5240,11
5314,11
5328,11
5358,11
536,11
5375,11
5406,11
5426,11
5465,11
548,11
5483,11
5486,11
5498,11
5500,11
5549,11
5553,11
5560,11
5594,11
5605,11
5628,11
5635,11
5644,11
5648,11
565,11
5653,11
5662,11
5665,11
5681,11
5683,11
5684,11
5692,11
5693,11
5706,11
5714,11
5721,11
5725,11
5766,11
5767,11
5797,11
58,11
5858,11
5867,11
5995,11
6,11
6011,11
602,11
6024,11
6033,11
6041,11
6077,11
6113,11
614,11
6166,11
6242,11
6256,11
6258,11
6299,11
6304,11
6305,11
6317,11
633,11
6364,11
6388,11
6394,11
6416,11
643,11
6453,11
6456,11
6458,11
6459,11
6486,11
6501,11
6503,11
6519,11
6522,11
6553,11
657,11
6571,11
6668,11
6678,11
6711,11
672,11
6778,11
6802,11
6812,11
6814,11
6816,11
6833,11
6848,11
6866,11
689,11
6893,11
6898,11
6906,11
6912,11
692,11
6932,11
6960,11
697,11
6975,11
7007,11
7020,11
7026,11
7122,11
7148,11
7162,11
7166,11
7175,11
7220,11
7246,11
726,11
727,11
7331,11
7341,11
7342,11
7392,11
7417,11
7429,11
7477,11
7511,11
7539,11
7556,11
7559,11
7571,11
7595,11
7627,11
7635,11
7641,11
7652,11
7710,11
7725,11
774,11
7753,11
7756,11
7766,11
7772,11
7773,11
7777,11
7784,11
7792,11
7818,11
7827,11
7862,11
7900,11
7903,11
7914,11
7919,11
7924,11
7938,11
7948,11
795,11
7956,11
7986,11
800,11
8004,11
8006,11
8019,11
803,11
8035,11
809,11
8091,11
811,11
812,11
815,11
8211,11
8223,11
8237,11
8240,11
8246,11
8256,11
826,11
8276,11
8277,11
8280,11
8307,11
8316,11
8327,11
8349,11
8351,11
8365,11
8374,11
8386,11
8387,11
8463,11
8519,11
853,11
856,11
8562,11
8596,11
86,11
8659,11
8662,11
870,11
8746,11
8749,11
8751,11
8801,11
8810,11
8823,11
8826,11
8833,11
8836,11
8851,11
8885,11
8912,11
8920,11
8983,11
899,11
9002,11
9033,11
9042,11
9052,11
9053,11
9055,11
9059,11
906,11
908,11
9091,11
9095,11
911,11
9157,11
9159,11
9174,11
9177,11
9179,11
9188,11
9239,11
9274,11
9278,11
9302,11
9309,11
9345,11
935,11
9357,11
9367,11
9380,11
9418,11
9421,11
9433,11
9445,11
9472,11
9476,11
9478,11
949,11
9517,11
9636,11
966,11
9707,11
9725,11
9738,11
9742,11
9744,11
9757,11
9779,11
9790,11
9820,11
9833,11
9856,11
9858,11
9864,11
9874,11
989,11
9919,11
9922,11
9924,11
9932,11
9942,11
9964,11
997,11
9974,11
9978,11
9989,11
10010,10
10057,10
1008,10
10104,10
1014,10
1019,10
1021,10
10234,10
10235,10
10238,10
10271,10
10294,10
10306,10
10329,10
1037,10
10376,10
1038,10
10401,10
10403,10
10406,10
10409,10
1041,10
10419,10
10453,10
10457,10
10492,10
10493,10
10536,10
10564,10
10566,10
10585,10
10591,10
10595,10
10615,10
1064,10
10644,10
10652,10
10683,10
10705,10
10713,10
1075,10
10756,10
10785,10
10837,10
10910,10
10943,10
10985,10
110,10
11014,10
11027,10
11034,10
11047,10
11063,10
11089,10
11105,10
11111,10
11123,10
1115,10
11183,10
11201,10
11208,10
1122,10
11262,10
1128,10
11284,10
1133,10
11376,10
1142,10
11422,10
11438,10
1145,10
1149,10
11508,10
1152,10
11562,10
11587,10
11600,10
1162,10
11633,10
11649,10
11699,10
11727,10
11784,10
11811,10
1184,10
11840,10
11847,10
11868,10
11872,10
11874,10
11876,10
11879,10
11883,10
11911,10
12001,10
12004,10
12020,10
1205,10
12244,10
12299,10
12301,10
1231,10
12389,10
1252,10
12530,10
12531,10
12542,10
12563,10
12574,10
12579,10
12587,10
1260,10
1267,10
1273,10
129,10
1294,10
1302,10
1309,10
1316,10
1319,10
13232,10
13249,10
1327,10
1329,10
13296,10
13365,10
134,10
13414,10
13462,10
13549,10
1356,10
13564,10
1357,10
1359,10
13605,10
1362,10
13637,10
1365,10
13651,10
13657,10
13668,10
13669,10
13900,10
1393,10
1431,10
1445,10
1446,10
1458,10
1461,10
1474,10
1487,10
1500,10
1526,10
1555,10
1566,10
1572,10
1575,10
1592,10
1597,10
1619,10
1620,10
1624,10
1638,10
1639,10
167,10
1682,10
1701,10
172,10
1734,10
1746,10
1766,10
1788,10
1798,10
1816,10
182,10
1823,10
1844,10
1858,10
186,10
1866,10
1868,10
1889,10
